"Time","Homes Foreclosed Alameda California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Alpine California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Amador California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Butte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Calaveras California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Colusa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Contra Costa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Del Norte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed El Dorado California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Fresno California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Glenn California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Humboldt California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Imperial California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Inyo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kern California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kings California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lake California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lassen California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Los Angeles California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Madera California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Marin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mariposa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mendocino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Merced California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Modoc California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mono California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Monterey California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Napa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Nevada California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Orange California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Placer California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Plumas California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Riverside California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sacramento California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Benito California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Bernardino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Diego California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Francisco California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Joaquin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Luis Obispo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Mateo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Barbara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Clara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Cruz California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Shasta California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sierra California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Siskiyou California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Solano California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sonoma California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Stanislaus California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sutter California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tehama California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Trinity California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tulare California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tuolumne California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Ventura California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yolo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yuba California  - Homes Foreclosed
  - #/10,000 Homes"
"200104","0.23","","2.72","2.22","1.05","3.46","0.39","","1.23","4.69","2.27","1.63","2.25","","7.48","4.55","4","5.25","2.83","4.82","0.35","2.63","0.46","3.3","","","0.25","","0.36","0.63","0.86","","3.1","2.41","","8.17","0.37","0.09","1.94","0.48","0.13","0.66","0.11","0.23","5.16","","2.21","0.86","0.18","2.21","2.54","5.6","1.39","4.18","2.11","0.5600000000000001","1.3","4.4"
"200103","0.23","9.33","1.41","3.1","1.43","4.38","0.43","","1.14","4.32","2.26","1.43","2.01","","7.24","4.75","2.71","6.16","2.67","3.7","0.16","1.84","0.67","4.1","10.19","","0.1","","0.52","0.65","0.86","0.98","3.2","2.68","","8.09","0.4","0.09","2.21","0.23","0.17","0.9","0.11","0.11","4.16","","2.26","0.95","0.3","2.36","2.37","6.07","","3.53","2.5","0.46","1.84","3.82"
"200102","0.31","21.77","2.84","2.34","1.44","3.51","0.44","0.63","1.19","4.16","2.67","1.99","2.98","1.91","8.01","5.01","1.94","8.73","3.66","3.68","","1.19","1.38","3.92","22.45","","0.18","","0.74","0.78","0.79","","3.52","2.85","","8.91","0.58","0.15","2.42","0.31","0.11","0.66","0.12","0.21","3.76","","3.86","1.2","0.34","2.18","3.36","6.29","1.77","5.22","2.08","0.5600000000000001","2.13","2.88"
"200101","0.41","31.1","4.86","2.93","1.13","3.23","0.5","","1","4.82","2.76","1.83","3.62","","7.93","5.03","2.25","10.19","4.07","4.23","","1.43","1.67","3.58","27.04","0.5","0.2","0.36","0.62","0.89","0.35","","3.91","3.01","","9.34","0.68","0.06","2.49","0.28","0.15","0.92","0.14","0.21","3.2","6.86","4.02","1.39","0.33","2.46","4.2","5.41","3.84","5.91","1.44","0.49","2.53","1.93"
"200012","0.49","","3.01","2.11","1.54","","0.44","","1.63","5.12","2.38","2.3","3.44","","7.01","3.97","1.75","7.08","3.94","4.05","0.13","2.43","1.53","3","7.52","","0.15","0.72","0.5600000000000001","0.92","0.48","","3.77","2.74","","8.73","0.7","0.15","1.94","0.32","0.15","1.05","0.11","0.17","2.78","","4.8","1.11","0.3","3.29","4.15","3.42","4.81","4.19","2.42","0.59","2.86","1.05"
"200011","0.5600000000000001","","1.3","2.56","1.31","","0.59","0.85","1.26","5.53","","2.2","2.7","","7.77","4.63","1.97","6.5","4.03","4.91","0.23","1.45","1.78","2.97","7.32","","0.3","0.76","0.52","1.09","0.83","","4.07","3.09","0.63","9.039999999999999","0.75","0.21","2.2","0.41","0.09","1.09","0.1","0.13","4.37","","3.49","1.01","0.25","4.14","2.47","3.77","6.55","4.33","2.89","0.92","1.97","1.63"
"200010","0.57","","1.84","2.75","","3.01","0.82","1.4","0.9399999999999999","5.12","1.42","1.75","3.08","","8.640000000000001","4.81","3.16","7.42","4.01","5.21","0.13","","1.11","3.38","13.87","","0.39","","0.93","1.06","0.99","","4.43","3.63","1.04","9.869999999999999","0.89","0.27","2.79","0.65","0.08","0.8","0.11","","5.81","","2.83","1.12","0.25","4.32","2.95","5.51","6.27","4.58","2.95","1.01","1.4","2.88"
"200009","0.67","8.17","1.76","2.74","","5.38","0.91","","1.11","5.09","4.55","2.15","2.76","","9.06","4.59","3.79","8.84","4.23","3.7","0.1","0.74","1.34","3.64","9.69","","0.48","0.18","1.45","1.02","0.96","","4.78","4.19","","10.44","0.99","0.19","3.15","0.53","0.12","0.82","0.13","0.1","5.88","","2.05","1.35","0.3","3.07","4","5.29","4.24","4.84","2.39","0.96","0.96","5.24"
"200008","0.55","","2.4","2.69","","3.99","1.1","0.82","1.15","5.32","6.73","1.77","3.19","","9.15","3.92","5.27","8.84","4.73","3.53","0.08","1.45","0.59","3.68","10.11","","0.58","0.36","1.1","1.21","1.11","","5.32","4.02","0.5600000000000001","11.01","1.16","0.08","3.39","0.57","0.16","0.66","0.14","","6.17","","3.84","1.7","0.45","3.76","3.81","6.67","4.19","4.76","2.23","0.93","1.46","5.91"
"200007","0.64","","2.27","3.21","0.76","","1.09","0.76","1.08","5.55","6.42","2.28","3.25","3.46","9.02","3.78","4.03","4.5","4.98","3.89","0.2","1.4","1.35","3.93","9.67","","0.36","0.41","1.38","1.33","1.4","","5.42","4.4","","11.15","1.17","0.11","3.1","0.45","0.12","0.89","0.21","0.16","5.8","","5.47","1.96","0.68","4.13","3.08","6.4","1.56","5.01","1.89","1.07","2.15","4.35"
"200006","0.86","","4.74","3.38","1.27","","1.1","1.41","1.05","6.25","","2.74","2.78","6.38","9.08","5.57","3.25","8.279999999999999","5.26","4.27","0.24","1.42","1.56","4.04","16.29","","0.53","0.43","1.31","1.41","1.39","","5.36","4.8","0.43","12.05","1.2","0.25","3.37","0.6","0.1","0.9399999999999999","0.25","0.29","5.57","","4.1","2.4","0.72","4.74","2.63","7.83","","5.62","2.19","1.24","1.71","3.66"
"200005","0.8100000000000001","","5.18","3.48","0.65","1.73","0.97","1.19","1.41","6.25","","2.94","3.35","5.07","8.550000000000001","4.92","4.56","7.34","5.08","4.98","0.24","1.26","1.82","4.53","11.92","","0.55","0.62","1.33","1.41","1.36","","5.38","4.71","","11.9","1.02","0.28","3.3","0.6","0.11","1.47","0.2","0.28","4.37","5.92","3.95","2.67","0.62","4.34","4.01","7.55","2.92","5.73","2.16","1.01","1.53","4"
"200004","0.8","","4.13","3.19","1.01","3.18","1.09","","1.7","5.7","","2.43","5.43","2.94","8.5","3.77","5.98","6.28","5.43","5.63","","0.76","1.4","5.1","121.9","","0.59","0.78","1.46","1.46","1.17","","5.66","4.47","","12.14","1.06","0.26","3.88","0.68","0.16","1.74","0.22","0.43","5.83","","3.81","3.63","0.5600000000000001","4.65","3.47","4","6.26","5.67","3.69","0.87","1.99","6"
"200003","1","","4.81","3.43","1.44","2.62","1.47","0.8100000000000001","2.15","5.93","","2.5","4.21","2.47","9.109999999999999","4.6","8.15","8.119999999999999","5.98","5.14","0.13","","1.49","5.67","281.41","","0.84","1.42","1.71","1.58","0.95","","6.06","4.93","0.57","11.95","1.32","0.21","3.97","0.75","0.18","1.78","0.27","0.5600000000000001","5.15","","4.41","3.67","0.53","4.63","4.24","4.17","7.2","6.46","4.3","1.28","2.07","6.79"
"200002","1.26","","5.94","2.35","2","","1.32","1.34","2.43","5.91","1.55","2.55","2.87","3.02","9.26","5.73","6.54","6.4","5.81","4.6","0.29","0.97","1.22","5.09","392.75","","0.6","1.03","1.35","1.41","0.72","","5.69","4.97","","11.52","1.29","0.22","4.11","0.87","0.13","1.93","0.28","0.3","4.93","","3.59","3.03","0.48","4.06","3.77","3.54","5.36","6.21","1.75","1.32","2.45","6.67"
"200001","1.17","","4.29","2.2","1.12","","1.52","","2.9","5.7","1.22","2.19","3.23","5.35","8.19","4.93","5.51","5.81","5.78","3.8","0.35","1.98","1.42","4.85","14.22","","0.89","0.79","0.97","1.43","0.87","","5.88","4.77","0.57","11.07","1.42","0.2","4.09","0.78","0.19","2.56","0.25","0.2","5.61","10.4","1.32","2.7","0.6","3.59","3.22","5.98","5.29","5.7","2.82","1.2","2.48","8.34"
"199912","1.22","","3.94","2.68","1.2","2.71","1.66","0.64","2.76","5.75","2.08","2.12","3.48","3.79","7.57","4.18","4.65","5.64","5.83","3.86","0.17","1.89","1.77","4.65","10.39","","0.74","0.74","0.93","1.44","0.91","","5.96","4.81","","11.42","1.35","0.2","4.07","1.17","0.21","2.35","0.27","0.17","4.4","","2.56","2.82","0.6899999999999999","4.1","3.76","6.07","5.13","4.78","2.96","1.16","1.73","7.84"
"199911","1.14","","4.27","3.69","0.32","2.79","1.8","","3.02","5.72","1.27","2.42","4.05","","7.44","3.23","2.87","9.800000000000001","5.98","5.07","0.08","1.31","2.15","4.51","10.34","","1.03","1","1.1","1.45","1.06","","6.48","5.05","0.44","11.22","1.4","0.23","4.09","1.44","0.28","1.66","0.32","0.21","3.22","","2.11","2.67","0.84","4.47","4.11","5.97","3.3","4.55","3.24","1.5","2.21","6.2"
"199910","1.35","","3.84","3.15","","4.79","1.8","","3.32","5.95","","2.53","3.33","","8.609999999999999","2.08","4.38","9.18","6.21","5.41","0.17","1.37","1.64","5.43","8.58","","0.95","1.71","1.41","1.64","1.31","","6.62","5.65","0.53","11.99","1.5","0.39","3.97","1.6","0.35","1.04","0.32","0.27","4.25","21.46","2.44","2.95","0.57","4.99","2.99","4.81","","5.24","2.99","1.68","1.58","5.85"
"199909","1.38","","3.16","3.19","","2.26","2.2","","3.33","6.3","2.63","2.61","3.35","","9.640000000000001","","5.16","11.12","6.8","4.16","0.22","2.16","1.05","6.11","","","1.1","0.91","1.53","1.88","1.45","","7.22","6.17","1.38","13.07","1.72","0.41","4.36","1.52","0.32","1.29","0.28","0.44","5.21","","2.44","3.42","0.4","5.12","2.8","4.84","1.83","6.64","2.56","1.89","1.9","5.45"
"199908","1.23","","3.44","3.35","","3.58","2.38","","3.04","6.17","4.88","2.6","4.59","","9.779999999999999","0.28","4.87","7.08","7.36","3.72","0.26","0.71","1.09","5.03","","","1.01","0.99","1.65","2.04","1.2","","8.06","6.24","2.08","14.35","1.95","0.42","4.98","1.1","0.31","1.48","0.29","0.28","4.27","","3.25","3.96","0.67","5.34","3.29","3.97","1.61","6.5","1.94","1.8","1.73","4.53"
"199907","1.19","","2.35","3.07","0.32","1.79","1.98","0.65","2.68","5.96","2.62","3.16","4.42","1.83","9.050000000000001","0.22","4.13","9.109999999999999","7.53","4.86","0.22","1.89","1.39","4.61","","","1.24","0.75","1.57","2.04","1.41","","8.08","6.41","0.44","14.3","1.93","0.2","5.77","1.14","0.38","2.24","0.33","0.59","3.66","8.1","2.25","4","1","5.41","3.97","3.24","2.79","5.64","1.97","1.86","2.68","4.29"
"199906","1.43","","4.05","3.07","0.64","3.03","2.08","1.09","2.41","6.18","4.07","2.83","4.61","","9.43","0.43","4.71","6.92","7.53","5.65","0.25","2.32","1.34","4.71","4.67","","1.53","0.61","1.51","2.16","1.4","","8.31","6.32","","14.33","1.78","0.19","6.06","1.21","0.39","2.6","0.35","0.61","4.91","","2.8","4.45","1.21","5.87","3.58","2.7","2.87","6.78","2.39","1.94","2.2","4.85"
"199905","1.68","","5.15","3.29","0.86","6.4","2.09","0.8","2.58","6.41","2.05","1.04","4.43","","9.57","0.43","5.12","5.51","7.75","5.47","0.5","2.23","1.91","5.38","9.140000000000001","0.55","1.74","0.25","2.04","2.5","1.32","","7.97","6.5","0.61","14.45","1.89","0.33","5.32","1.41","0.35","2.97","0.41","0.25","5.5","11.64","3.29","4.85","1.44","6.42","4.53","1.76","2.92","6.23","3.52","1.94","3.22","4.63"
"199904","2.13","","2.72","3.36","1.38","7.17","2.28","","2.52","6.81","4.42","0.91","4.82","3.35","10.49","0.43","6","4.17","8.49","4.63","0.53","","2.6","5.36","9.6","","2.13","0.51","2.16","3.2","1.82","","8.960000000000001","6.75","1","15.64","2.12","0.48","5.62","1.59","0.34","3.11","0.3","0.23","5.1","23.07","1.34","5.64","1.38","7.05","5.16","1.15","4.61","6.2","4.95","2.12","4.02","5.78"
"199903","2.18","","3.68","3.31","1.91","1.19","2.02","0.61","2.29","6.85","5.35","1.66","3.11","4.57","10.5","0.44","5.08","3.23","8.67","3.82","0.48","1.35","1.26","5.05","9.539999999999999","","2.11","0.58","1.79","3.23","2.44","","9.24","6.99","0.45","15.72","2.4","0.45","5.94","1.49","0.37","3.06","0.41","0.46","6.29","22.5","1.47","5.19","1.16","7.18","5.93","2.17","1.61","5.82","4.84","2.7","3.9","5.94"
"199902","1.92","","4.3","2.8","1.55","","1.87","","2.55","5.92","1.84","1.58","2.74","7.58","11.02","0.36","4.53","5.4","8.119999999999999","3.59","0.61","2.55","0.49","4.08","7.52","0.73","1.25","0.49","1.64","2.8","1.84","","8.779999999999999","6.54","0.91","14.69","2.41","0.48","5.49","1.62","0.49","2.89","0.4","0.52","5.67","","1.29","5.67","1.14","6.36","6.1","4.4","","5.56","3.85","2.45","3.28","5.03"
"199901","2.01","","3.71","2.53","1.27","","2.23","","2.99","6.03","1.04","2.67","2.02","3.18","10.28","0.21","7.31","7.17","8.67","4.22","0.7","1.74","1.06","4.68","","","1.39","0.8100000000000001","2.26","2.89","1.61","","9.550000000000001","7.06","1.08","15.75","2.5","0.31","5.82","1.28","0.47","3.4","0.3","0.53","6.04","12.2","1.84","6.07","1.4","6.27","7.07","7.35","","6.41","3.91","3.03","3.31","5.05"
"199812","2.06","","2.95","1.87","1.91","1.9","2.23","","2.75","5.8","","1.2","3.78","2.28","9.92","","7.7","8.970000000000001","8.91","4.46","0.5600000000000001","1.68","1.55","5.45","","0.6","1.31","1.23","1.99","3.08","1.8","","9.83","7.44","1.13","16.08","2.49","0.4","5.95","1.04","0.48","3.06","0.29","0.72","4.9","","2.48","5.94","1.15","6.43","5.68","6.01","","6.39","3.52","3.07","3.35","6.37"
"199811","2.16","11.75","3.25","1.97","2.36","3.12","2.2","","2.73","6.11","","1.95","4.5","","9.83","0.22","5.04","6.27","9.09","4.4","0.1","0.75","1.26","5.73","","","1.53","1.45","1.75","3.19","1.77","2.08","9.960000000000001","7.13","1.09","16.14","2.65","0.31","5.53","1.3","0.57","2","0.33","0.85","5.04","","2.02","5.94","1.49","7.03","3.69","4.35","","5.9","3.58","3.22","3.94","5.53"
"199810","2.22","21.95","4.67","1.94","2.18","","2.47","","3.72","7.11","1.96","1.57","5.25","1.81","10.65","0.37","4.55","4.54","9.869999999999999","6.07","0.3","1.74","1.99","5.46","7.75","","1.78","1.69","2.06","3.5","1.61","","11.07","7.51","0.57","17.38","2.89","0.61","6.52","1.59","0.53","2.24","0.46","0.95","6.11","17.92","1.87","6.36","1.45","7.31","4.68","2.85","1.8","6.84","5.03","3.36","4.19","5.96"
"199809","2.2","","5.68","2.43","2.08","2.48","3.09","","3.82","7.5","1.88","1.61","3.9","","11.14","0.22","5.39","4.48","10.41","5.45","0.57","2.43","1.69","6.39","6.38","","1.42","2.42","2.07","3.76","2.19","","11.71","7.88","1.19","18.33","3.01","0.59","7.08","2.19","0.43","2.22","0.44","0.91","6.92","","1.85","6.79","1.16","7.36","4.77","2.67","2.58","6.72","4.33","3.66","4.02","7.55"
"199808","2.18","","5","2.62","1.8","3.62","3.92","0.71","3.74","7.55","3.05","0.95","4.1","","10.95","","6.88","3.64","10.54","5.7","0.98","3.02","2.23","6.69","9.119999999999999","","1.37","2.6","2.97","3.89","2.28","","11.96","8.4","1.44","18.03","3.29","0.77","6.97","2.35","0.51","2.8","0.48","0.95","6.89","","1.69","6.75","1.24","7.78","5.84","3.64","","6.34","2.45","4.21","4.96","7.35"
"199807","2.42","","4.89","3.06","0.84","6.06","4.48","","3.02","7.45","2.9","1.03","4.5","","11.88","","7.66","7.37","10.59","6.04","1.2","2.31","0.89","6.55","","","1.45","2.28","2.9","4.09","2.15","","12.4","8.91","1.19","19.41","3.5","0.75","6.32","2.62","0.57","2.99","0.53","0.67","6.36","","1.22","7.64","1.8","7.41","5.89","2.26","","5.91","1.79","4.27","3.84","6.04"
"199806","2.36","","4.74","3.36","0.55","3.67","4.12","","3.09","7.66","3.66","1.69","4.82","","12.4","0.27","8.5","8.609999999999999","10.58","6.34","1.22","0.74","1.11","6.21","","0.72","1.66","1.55","2.44","4.43","2.39","","12.04","8.640000000000001","1.43","19.61","3.47","0.75","7.43","2.52","0.57","2.96","0.51","0.99","5.16","17.06","1.18","6.77","1.87","7.81","5.9","3.02","","5.6","2.65","4.34","3.14","7.11"
"199805","2.57","","3.93","3.65","1.4","1.25","3.87","","2.85","7.45","6","2","4.84","","11.47","","8.390000000000001","2.54","10.79","5.14","0.76","1.91","0.93","6.36","6.57","","2.11","1.09","2.49","4.7","2.23","","12.54","8.640000000000001","1.04","19.03","3.55","0.83","6.89","2.15","0.62","3.63","0.62","1.06","4.96","","2.12","6.72","1.78","7.71","6.31","3.19","3.47","5.6","3.18","4.46","2.92","9.09"
"199804","2.79","","2.66","3.08","2.07","2.53","3.88","","3.21","7.44","1.78","2.05","5.31","","11.22","0.36","8.18","4.6","11.67","5.14","0.68","2.51","1.12","5.64","9.380000000000001","0.61","1.84","1.56","2.16","5.28","2.47","","13.57","9.640000000000001","0.87","20.54","3.87","0.85","7.75","1.87","0.67","3.58","0.6","1.2","5.68","","1.2","6.48","1.96","8.02","6.22","3.67","5.43","5.55","3.89","4.7","3.09","10.24"
"199803","3.3","","5.19","3.13","1.97","2.72","4.05","","4.02","7.69","2.54","2.44","4.02","","10.91","0.37","6.43","4.76","12.57","5.2","0.46","3.06","2","6.1","","","1.83","1.92","2.03","5.79","2.19","","14.1","9.68","","20.05","4.18","0.96","7.55","2.4","0.75","4.42","0.5600000000000001","1.28","5.25","","1.18","6.75","1.82","7.5","4.77","5.51","2.43","5.03","2.71","4.14","3.79","8.94"
"199802","3.39","","4.97","3.7","1.58","3.25","4.33","0.62","3.79","7.33","","2.04","3.61","","10.89","0.66","7.36","3.06","12.64","5.08","0.63","1.88","3.01","5.7","","","2.12","3.33","2.48","6.07","2.51","","13.34","9.08","0.61","18.13","4.27","0.76","7.64","2.98","0.9","3.79","0.55","1.42","5.07","","0.72","6.99","2.18","7.87","3.91","3.47","2.06","4.9","3.61","4.26","4.06","6.08"
"199801","3.38","","5.18","2.74","1.4","4.35","4.16","","3.52","7.08","","3.03","3.52","2.69","10.61","0.49","6.73","6.09","12.51","4.11","0.93","2.35","1.86","5.85","","","2.72","4.52","2.28","6.27","2.65","","13.2","8.99","1.13","18.21","4.49","0.67","7.45","2.51","1.12","3.76","0.61","1.44","5.81","19.32","1.5","6.82","2.52","7.83","3.04","3.54","3.33","5.16","2.39","4.37","4.47","5.7"
